code,name,nationality,gender,age,age_grouped,country,country_code,current,disciplines,function,events,sporting_relatives,ismedalist_true,medallists.event,medallists.is_medallist,medallists.medal_type
1950611,KIEFER Lee,United States,Female,31,26-32,United States,USA,true,Fencing,Athlete,"""Womens Foil Individual"", ""Womens Foil Team""",TRUE,1,Women's Foil Individual,true,Gold Medal
1950611,KIEFER Lee,United States,Female,31,26-32,United States,USA,true,Fencing,Athlete,"""Womens Foil Individual"", ""Womens Foil Team""",TRUE,1,Women's Foil Team,true,Gold Medal
1896535,KIKUCHI Komaki,Japan,Female,28,26-32,Japan,JPN,true,Fencing,Athlete,"""Womens Foil Team""",FALSE,1,Women's Foil Team,true,Bronze Medal
1924442,KILTY Richard,Great Britain,Male,35,33-39,Great Britain,GBR,true,Athletics,Athlete,"""Mens 4 x 100m Relay""",TRUE,1,Men's 4 x 100m Relay,true,Bronze Medal
1928070,KIM Hayun,Korea,Female,25,19-25,Korea,KOR,true,Judo,Athlete,"Women +78 kg, Mixed Team",FALSE,1,Mixed Team,true,Bronze Medal
1928070,KIM Hayun,Korea,Female,25,19-25,Korea,KOR,true,Judo,Athlete,"Women +78 kg, Mixed Team",FALSE,1,Women +78 kg,true,Bronze Medal
1902130,KIM Je Deok,Korea,Male,21,19-25,Korea,KOR,true,Archery,Athlete,"""Mens Individual"", ""Mens Team""",FALSE,1,Men's Team,true,Gold Medal
1928071,KIM Jisu,Korea,Female,24,19-25,Korea,KOR,true,Judo,Athlete,"Women -63 kg, Mixed Team",FALSE,1,Mixed Team,true,Bronze Medal
1980142,KIM Kum Yong,DPR Korea,Female,23,19-25,DPR Korea,PRK,true,Table Tennis,Athlete,Mixed Doubles,FALSE,1,Mixed Doubles,true,Silver Medal
1980115,KIM Mi Rae,DPR Korea,Female,24,19-25,DPR Korea,PRK,true,Diving,Athlete,"""Womens 10m Platform"", ""Womens Synchronised 10m Platform""",FALSE,1,Women's 10m Platform,true,Bronze Medal
1980115,KIM Mi Rae,DPR Korea,Female,24,19-25,DPR Korea,PRK,true,Diving,Athlete,"""Womens 10m Platform"", ""Womens Synchronised 10m Platform""",FALSE,1,Women's Synchronised 10m Platform,true,Silver Medal
1928072,KIM Minjong,Korea,Male,24,19-25,Korea,KOR,true,Judo,Athlete,"Men +100 kg, Mixed Team",FALSE,1,Men +100 kg,true,Silver Medal
1928072,KIM Minjong,Korea,Male,24,19-25,Korea,KOR,true,Judo,Athlete,"Men +100 kg, Mixed Team",FALSE,1,Mixed Team,true,Bronze Medal
1891507,KIM Won Ho,Korea,Male,26,26-32,Korea,KOR,true,Badminton,Athlete,Mixed Doubles,TRUE,1,Mixed Doubles,true,Silver Medal
1928074,KIM Won Jin,Korea,Male,33,33-39,Korea,KOR,true,Judo,Athlete,"Men -60 kg, Mixed Team",FALSE,1,Mixed Team,true,Bronze Medal
1902135,KIM Woojin,Korea,Male,33,33-39,Korea,KOR,true,Archery,Athlete,"""Mens Individual"", ""Mens Team"", Mixed Team",FALSE,1,Men's Individual,true,Gold Medal
1902135,KIM Woojin,Korea,Male,33,33-39,Korea,KOR,true,Archery,Athlete,"""Mens Individual"", ""Mens Team"", Mixed Team",FALSE,1,Men's Team,true,Gold Medal
1902135,KIM Woojin,Korea,Male,33,33-39,Korea,KOR,true,Archery,Athlete,"""Mens Individual"", ""Mens Team"", Mixed Team",FALSE,1,Mixed Team,true,Gold Medal
4654306,KIM Woomin,Korea,Male,23,19-25,Korea,KOR,true,Swimming,Athlete,"""Mens 200m Freestyle"", ""Mens 400m Freestyle"", ""Mens 4 x 200m Freestyle Relay""",FALSE,1,Men's 400m Freestyle,true,Bronze Medal
1893930,KIM Yeji,Korea,Female,32,26-32,Korea,KOR,true,Shooting,Athlete,"10m Air Pistol Women, 25m Pistol Women, 10m Air Pistol Mixed Team",FALSE,1,10m Air Pistol Women,true,Silver Medal
1904038,KIM Yujin,Korea,Female,24,19-25,Korea,KOR,true,Taekwondo,Athlete,Women -57kg,FALSE,1,Women -57kg,true,Gold Medal
2493835,KIMIA Alizadeh,Bulgaria,Female,26,26-32,Bulgaria,BUL,true,Taekwondo,Athlete,Women -57kg,FALSE,1,Women -57kg,true,Bronze Medal
1935932,KING Lilly,United States,Female,28,26-32,United States,USA,true,Swimming,Athlete,"""Womens 100m Breaststroke"", ""Womens 200m Breaststroke"", ""Womens 4 x 100m Medley Relay""",FALSE,1,Women's 4 x 100m Medley Relay,true,Gold Medal
1935933,KING Matt,United States,Male,23,19-25,United States,USA,true,Swimming,Athlete,"""Mens 4 x 100m Freestyle Relay"", Relay Only Athlete",FALSE,1,Men's 4 x 100m Freestyle Relay,true,Gold Medal
1926644,KING Tyla,New Zealand,Female,30,26-32,New Zealand,NZL,true,Rugby Sevens,Athlete,Women,TRUE,1,Women,true,Gold Medal
1910555,KIPRUTO Benson,Kenya,Male,34,33-39,Kenya,KEN,true,Athletics,Athlete,"""Mens Marathon""",TRUE,1,Men's Marathon,true,Bronze Medal
1910451,KIPYEGON Faith,Kenya,Female,31,26-32,Kenya,KEN,true,Athletics,Athlete,"""Womens 1500m"", ""Womens 5000m""",TRUE,1,Women's 1500m,true,Gold Medal
1910451,KIPYEGON Faith,Kenya,Female,31,26-32,Kenya,KEN,true,Athletics,Athlete,"""Womens 1500m"", ""Womens 5000m""",TRUE,1,Women's 5000m,true,Silver Medal
1895248,KIRKELOEKKE Niclas,Denmark,Male,31,26-32,Denmark,DEN,true,Handball,Athlete,Men,TRUE,1,Men,true,Gold Medal
1909209,KIRPICHNIKOVA Anastasiia,France,Female,24,19-25,France,FRA,true,Swimming,Athlete,"""Womens 1500m Freestyle"", ""Womens 400m Freestyle"", ""Womens 4 x 200m Freestyle Relay"", ""Womens 800m Freestyle""",FALSE,1,Women's 1500m Freestyle,true,Silver Medal
1950495,KIRSHE Kristi,United States,Female,30,26-32,United States,USA,true,Rugby Sevens,Athlete,Women,FALSE,1,Women,true,Bronze Medal
1967514,KIT Kristen,Canada,Female,36,33-39,Canada,CAN,true,Rowing,Athlete,"""Womens Eight""",FALSE,1,Women's Eight,true,Silver Medal
1919914,KITAGUCHI Haruka,Japan,Female,27,26-32,Japan,JPN,true,Athletics,Athlete,"""Womens Javelin Throw""",TRUE,1,Women's Javelin Throw,true,Gold Medal
1946432,KITAJIMA Ryuzo,Japan,Male,39,33-39,Japan,JPN,true,Equestrian,Alternate Athlete,"Eventing Individual, Eventing Team",FALSE,1,Eventing Team,true,Bronze Medal
1536067,KIYANICHANDEH Nahid,IR Iran,Female,26,26-32,IR Iran,IRI,true,Taekwondo,Athlete,Women -57kg,FALSE,1,Women -57kg,true,Silver Medal
1939700,KIYOOKA Kotaro,Japan,Male,24,19-25,Japan,JPN,true,Wrestling,Athlete,"""Mens Freestyle 65kg""",FALSE,1,Men's Freestyle 65kg,true,Gold Medal
1894223,KLASIK Alicja,Poland,Female,21,19-25,Poland,POL,true,Fencing,Athlete,"""Womens Épée Individual"", ""Womens Épée Team""",FALSE,1,Women's Épée Team,true,Bronze Medal
1972115,KLAVER Lieke,Netherlands,Female,26,26-32,Netherlands,NED,true,Athletics,Athlete,"""Womens 400m"", ""Womens 4 x 400m Relay"", 4 x 400m Relay Mixed",FALSE,1,4 x 400m Relay Mixed,true,Gold Medal
1972115,KLAVER Lieke,Netherlands,Female,26,26-32,Netherlands,NED,true,Athletics,Athlete,"""Womens 400m"", ""Womens 4 x 400m Relay"", 4 x 400m Relay Mixed",FALSE,1,Women's 4 x 400m Relay,true,Silver Medal
1972116,KLEIN IKKINK Isaya,Netherlands,Male,22,19-25,Netherlands,NED,true,Athletics,Athlete,4 x 400m Relay Mixed,FALSE,1,4 x 400m Relay Mixed,true,Gold Medal
1907234,KLEMET Oliver,Germany,Male,23,19-25,Germany,GER,true,Marathon Swimming,Athlete,"""Mens 10km"", ""Mens 400m Freestyle""",FALSE,1,Men's 10km,true,Silver Medal
1965592,KNAB Ruben,Netherlands,Male,37,33-39,Netherlands,NED,true,Rowing,Athlete,"""Mens Eight""",FALSE,1,Men's Eight,true,Silver Medal
1894213,KNAPIK-MIAZGA Renata,Poland,Female,36,33-39,Poland,POL,true,Fencing,Athlete,"""Womens Épée Individual"", ""Womens Épée Team""",FALSE,1,Women's Épée Team,true,Bronze Medal
1930739,KNIBB Taylor,United States,Female,27,26-32,United States,USA,true,"Cycling Road, Triathlon",Athlete,"""Womens Individual Time Trial"", ""Womens Individual""",TRUE,1,Mixed Relay,true,Silver Medal
1912532,KNIGHT Josie,Great Britain,Female,28,26-32,Great Britain,GBR,true,Cycling Track,Athlete,"""Womens Team Pursuit""",FALSE,1,Women's Team Pursuit,true,Bronze Medal
1899214,KNORR Juri,Germany,Male,25,19-25,Germany,GER,true,Handball,Athlete,Men,TRUE,1,Men,true,Silver Medal
1939553,KO Lydia,New Zealand,Female,28,26-32,New Zealand,NZL,true,Golf,Athlete,"""Womens Individual Stroke Play""",FALSE,1,Women's Individual Stroke Play,true,Gold Medal
1878625,KOANDA Solfrid Eila Amena,Norway,Female,26,26-32,Norway,NOR,true,Weightlifting,Athlete,"""Womens 81kg""",FALSE,1,Women's 81kg,true,Gold Medal
1946370,KOCH Mate Tamas,Hungary,Male,25,19-25,Hungary,HUN,true,Fencing,Athlete,"""Mens Épée Individual"", ""Mens Épée Team""",FALSE,1,Men's Épée Team,true,Gold Medal
1902886,KOCHANOWSKI Jakub,Poland,Male,27,26-32,Poland,POL,true,Volleyball,Athlete,Men,FALSE,1,Men,true,Silver Medal
1899227,KOESTER Julian,Germany,Male,25,19-25,Germany,GER,true,Handball,Athlete,Men,FALSE,1,Men,true,Silver Medal
1899187,KOHLBACHER Jannik,Germany,Male,29,26-32,Germany,GER,true,Handball,Athlete,Men,FALSE,1,Men,true,Silver Medal
1571563,KOKHAN Mykhaylo,Ukraine,Male,24,19-25,Ukraine,UKR,true,Athletics,Athlete,"""Mens Hammer Throw""",FALSE,1,Men's Hammer Throw,true,Bronze Medal
1897022,KOLIADENKO Iryna,Ukraine,Female,26,26-32,Ukraine,UKR,true,Wrestling,Athlete,"""Womens Freestyle 62kg""",FALSE,1,Women's Freestyle 62kg,true,Silver Medal
1897638,KOMASHCHUK Alina,Ukraine,Female,32,26-32,Ukraine,UKR,true,Fencing,Athlete,"""Womens Sabre Individual"", ""Womens Sabre Team""",FALSE,1,Women's Sabre Team,true,Gold Medal
1896538,KOMATA Akira,Japan,Male,27,26-32,Japan,JPN,true,Fencing,Athlete,"""Mens Épée Team""",TRUE,1,Men's Épée Team,true,Silver Medal
1900672,KONE Manu,France,Male,24,19-25,France,FRA,true,Football,Athlete,Men,FALSE,1,Men,true,Silver Medal
1963262,KONG Man Wai Vivian,"Hong Kong, China",Female,31,26-32,"Hong Kong, China",HKG,true,Fencing,Athlete,"""Womens Épée Individual""",FALSE,1,Women's Épée Individual,true,Gold Medal
1945222,KONG Yaqi,China,Female,17,12-18,China,CHN,true,Swimming,Athlete,"""Womens 4 x 200m Freestyle Relay"", Relay Only Athlete",FALSE,1,Women's 4 x 200m Freestyle Relay,true,Bronze Medal
1905347,KONTIDES Pavlos,Cyprus,Male,35,33-39,Cyprus,CYP,true,Sailing,Athlete,"""Mens Dinghy""",FALSE,1,Men's Dinghy,true,Silver Medal
1977101,KONTOU Dimitra,Greece,Female,19,19-25,Greece,GRE,true,Rowing,Athlete,"""Lightweight Womens Double Sculls""",FALSE,1,Lightweight Women's Double Sculls,true,Bronze Medal
1971945,KOOLEN Sanne,Netherlands,Female,29,26-32,Netherlands,NED,true,Hockey,Athlete,Women,FALSE,1,Women,true,Gold Medal
1569972,KOPASZ Balint,Hungary,Male,28,26-32,Hungary,HUN,true,Canoe Sprint,Athlete,"""Mens Kayak Single 1000m"", ""Mens Kayak Double 500m""",TRUE,1,Men's Kayak Single 1000m,true,Bronze Medal
1903120,KOPECKY Lotte,Belgium,Female,29,26-32,Belgium,BEL,true,"Cycling Road, Cycling Track",Athlete,"""Womens Road Race"", ""Womens Individual Time Trial"", ""Womens Omnium""",TRUE,1,Women's Road Race,true,Bronze Medal
1895687,KORETZKY Victor,France,Male,30,26-32,France,FRA,true,Cycling Mountain Bike,Athlete,"""Mens Cross-country""",TRUE,1,Men's Cross-country,true,Silver Medal
1904977,KOS Hubert,Hungary,Male,22,19-25,Hungary,HUN,true,Swimming,Athlete,"""Mens 100m Backstroke"", ""Mens 100m Butterfly"", ""Mens 200m Backstroke"", ""Mens 4 x 100m Freestyle Relay""",FALSE,1,Men's 200m Backstroke,true,Gold Medal
1972367,KOTSOIEV Zelym,Azerbaijan,Male,26,26-32,Azerbaijan,AZE,true,Judo,Athlete,Men -100 kg,FALSE,1,Men -100 kg,true,Gold Medal
1965246,KOVACS Joe,United States,Male,35,33-39,United States,USA,true,Athletics,Athlete,"""Mens Shot Put""",TRUE,1,Men's Shot Put,true,Silver Medal
1897555,KOVTUN Illia,Ukraine,Male,21,19-25,Ukraine,UKR,true,Artistic Gymnastics,Athlete,"Men, ""Mens All-Around"", ""Mens Floor Exercise"", ""Mens Horizontal Bar"", ""Mens Parallel Bars"", ""Mens Pommel Horse"", ""Mens Rings"", ""Mens Vault"", ""Mens Team""",FALSE,1,Men's Parallel Bars,true,Silver Medal
1930790,KRAJICEK Austin,United States,Male,35,33-39,United States,USA,true,Tennis,Athlete,"""Mens Doubles""",TRUE,1,Men's Doubles,true,Silver Medal
1550162,KRASNIQI Distria,Kosovo,Female,29,26-32,Kosovo,KOS,true,Judo,Athlete,Women -52 kg,FALSE,1,Women -52 kg,true,Silver Medal
1951840,KRAUT Laura,United States,Female,59,54-60,United States,USA,true,Equestrian,Athlete,"Jumping Individual, Jumping Team",TRUE,1,Jumping Team,true,Silver Medal
1897637,KRAVATSKA Olena,Ukraine,Female,33,33-39,Ukraine,UKR,true,Fencing,Athlete,"""Womens Sabre Individual"", ""Womens Sabre Team""",FALSE,1,Women's Sabre Team,true,Gold Medal
1878514,KRISTIANSEN Veronica,Norway,Female,34,33-39,Norway,NOR,true,Handball,Athlete,Women,TRUE,1,Women,true,Gold Medal
1553258,KROPPEN Michelle,Germany,Female,29,26-32,Germany,GER,true,Archery,Athlete,"""Womens Individual"", ""Womens Team"", Mixed Team",FALSE,1,Mixed Team,true,Silver Medal
1943566,KRUEGER Casey,United States,Female,34,33-39,United States,USA,true,Football,Athlete,Women,FALSE,1,Women,true,Gold Medal
1914912,KUKUK Christian,Germany,Male,35,33-39,Germany,GER,true,Equestrian,Athlete,"Jumping Individual, Jumping Team",TRUE,1,Jumping Individual,true,Gold Medal
1555976,KULISH Serhiy,Ukraine,Male,32,26-32,Ukraine,UKR,true,Shooting,Athlete,"10m Air Rifle Men, 50m Rifle 3 Positions Men",FALSE,1,50m Rifle 3 Positions Men,true,Silver Medal
1569563,KUO Hsing-Chun,Chinese Taipei,Female,31,26-32,Chinese Taipei,TPE,true,Weightlifting,Athlete,"""Womens 59kg""",FALSE,1,Women's 59kg,true,Bronze Medal
1931577,KURBANOV Nariman,Kazakhstan,Male,27,26-32,Kazakhstan,KAZ,true,Artistic Gymnastics,Athlete,"Men, ""Mens Pommel Horse""",FALSE,1,Men's Pommel Horse,true,Silver Medal
1902890,KUREK Bartosz,Poland,Male,36,33-39,Poland,POL,true,Volleyball,Athlete,Men,TRUE,1,Men,true,Silver Medal
1963800,KURUGLIEV Dauren,Greece,Male,32,26-32,Greece,GRE,true,Wrestling,Athlete,"""Mens Freestyle 86kg""",FALSE,1,Men's Freestyle 86kg,true,Bronze Medal
1566738,KUS AYDIN Nafia,Türkiye,Female,30,26-32,Türkiye,TUR,true,Taekwondo,Athlete,Women +67kg,FALSE,1,Women +67kg,true,Bronze Medal
1939692,KUSAKA Nao,Japan,Male,24,19-25,Japan,JPN,true,Wrestling,Athlete,"""Mens Greco-Roman 77kg""",FALSE,1,Men's Greco-Roman 77kg,true,Gold Medal
1538084,KUSALE Swapnil,India,Male,29,26-32,India,IND,true,Shooting,Athlete,50m Rifle 3 Positions Men,FALSE,1,50m Rifle 3 Positions Men,true,Bronze Medal
1963077,KWEMOI Ronald,Kenya,Male,29,26-32,Kenya,KEN,true,Athletics,Athlete,"""Mens 5000m""",TRUE,1,Men's 5000m,true,Silver Medal
1943044,KWON Audrey,United States,Female,19,19-25,United States,USA,true,Artistic Swimming,Athlete,Team,FALSE,1,Team,true,Silver Medal
1935410,KYRGYZBAYEV Gusman,Kazakhstan,Male,32,26-32,Kazakhstan,KAZ,true,Judo,Athlete,"Men -66 kg, Mixed Team",TRUE,1,Men -66 kg,true,Bronze Medal
1931331,KYZAIBAY Nazym,Kazakhstan,Female,31,26-32,Kazakhstan,KAZ,true,Boxing,Athlete,"""Womens 50kg""",FALSE,1,Women's 50kg,true,Bronze Medal
1573449,LACAN Leila,France,Female,21,19-25,France,FRA,true,Basketball,Athlete,Women,FALSE,1,Women,true,Silver Medal
1900674,LACAZETTE Alexandre,France,Male,34,33-39,France,FRA,true,Football,Athlete,Men,TRUE,1,Men,true,Silver Medal
1908333,LAFOND Thea,Dominica,Female,31,26-32,Dominica,DMA,true,Athletics,Athlete,"""Womens Triple Jump""",FALSE,1,Women's Triple Jump,true,Gold Medal
1899846,LAGHOUAG Karim Florent,France,Male,49,47-53,France,FRA,true,Equestrian,Athlete,"Eventing Individual, Eventing Team",TRUE,1,Eventing Team,true,Silver Medal
1544424,LALAYAN Varazdat,Armenia,Male,26,26-32,Armenia,ARM,true,Weightlifting,Athlete,"""Mens +102kg""",FALSE,1,Men's +102kg,true,Silver Medal
1970517,LAMMERTS Annelous,Netherlands,Female,31,26-32,Netherlands,NED,true,Sailing,Athlete,"""Womens Kite""",FALSE,1,Women's Kite,true,Bronze Medal
1923517,LAMON Francesco,Italy,Male,31,26-32,Italy,ITA,true,Cycling Track,Athlete,"""Mens Team Pursuit""",FALSE,1,Men's Team Pursuit,true,Bronze Medal
1899847,LANDOIS Stephane,France,Male,31,26-32,France,FRA,true,Equestrian,Athlete,"Eventing Individual, Eventing Team",FALSE,1,Eventing Team,true,Silver Medal
1892794,LANIR Inbar,Israel,Female,25,19-25,Israel,ISR,true,Judo,Athlete,"Women -78 kg, Mixed Team",FALSE,1,Women -78 kg,true,Silver Medal
1924446,LANSIQUOT Imani,Great Britain,Female,27,26-32,Great Britain,GBR,true,Athletics,Athlete,"""Womens 100m"", ""Womens 4 x 100m Relay""",FALSE,1,Women's 4 x 100m Relay,true,Silver Medal
1895694,LAPORTE Christophe,France,Male,32,26-32,France,FRA,true,Cycling Road,Athlete,"""Mens Road Race""",FALSE,1,Men's Road Race,true,Bronze Medal
1879180,LARSEN Niklas,Denmark,Male,28,26-32,Denmark,DEN,true,Cycling Track,Athlete,"""Mens Madison"", ""Mens Omnium"", ""Mens Team Pursuit""",FALSE,1,Men's Madison,true,Bronze Medal
1917752,LARSON Jordan,United States,Female,38,33-39,United States,USA,true,Volleyball,Athlete,Women,FALSE,1,Women,true,Silver Medal
1879842,LASSOURCE Coralie,France,Female,32,26-32,France,FRA,true,Handball,Athlete,Women,TRUE,1,Women,true,Silver Medal
1892363,LAUDRUP-DUFOUR Cathrine,Denmark,Female,33,33-39,Denmark,DEN,true,Equestrian,Athlete,"Dressage Individual, Dressage Team",TRUE,1,Dressage Team,true,Silver Medal
1895239,LAUGE Rasmus,Denmark,Male,34,33-39,Denmark,DEN,true,Handball,Athlete,Men,FALSE,1,Men,true,Gold Medal
1900848,LAUGHER Jack,Great Britain,Male,30,26-32,Great Britain,GBR,true,Diving,Athlete,"""Mens 3m Springboard"", ""Mens Synchronised 3m Springboard""",FALSE,1,Men's Synchronised 3m Springboard,true,Bronze Medal
1967606,LAUREN,Brazil,Female,22,19-25,Brazil,BRA,true,Football,Athlete,Women,FALSE,1,Women,true,Silver Medal
1893272,LAURIN Althea,France,Female,23,19-25,France,FRA,true,Taekwondo,Athlete,Women +67kg,FALSE,1,Women +67kg,true,Gold Medal
1943567,LAVELLE Rose,United States,Female,30,26-32,United States,USA,true,Football,Athlete,Women,FALSE,1,Women,true,Gold Medal
1969182,LAVREYSEN Harrie,Netherlands,Male,28,26-32,Netherlands,NED,true,Cycling Track,Athlete,"""Mens Keirin"", ""Mens Sprint"", ""Mens Team Sprint""",FALSE,1,Men's Keirin,true,Gold Medal
1969182,LAVREYSEN Harrie,Netherlands,Male,28,26-32,Netherlands,NED,true,Cycling Track,Athlete,"""Mens Keirin"", ""Mens Sprint"", ""Mens Team Sprint""",FALSE,1,Men's Sprint,true,Gold Medal
1969182,LAVREYSEN Harrie,Netherlands,Male,28,26-32,Netherlands,NED,true,Cycling Track,Athlete,"""Mens Keirin"", ""Mens Sprint"", ""Mens Team Sprint""",FALSE,1,Men's Team Sprint,true,Gold Medal
1930466,LE Alexandra,Kazakhstan,Female,21,19-25,Kazakhstan,KAZ,true,Shooting,Athlete,"10m Air Rifle Women, 50m Rifle 3 Positions Women, 10m Air Rifle Mixed Team",TRUE,1,10m Air Rifle Mixed Team,true,Bronze Medal
1574057,le GOFF Nicolas,France,Male,33,33-39,France,FRA,true,Volleyball,Athlete,Men,FALSE,1,Men,true,Gold Medal
1940253,LEAHY Conor,Australia,Male,26,26-32,Australia,AUS,true,Cycling Track,Athlete,"""Mens Team Pursuit""",FALSE,1,Men's Team Pursuit,true,Gold Medal
1955689,LEAL Rayssa,Brazil,Female,17,12-18,Brazil,BRA,true,Skateboarding,Athlete,"""Womens Street""",FALSE,1,Women's Street,true,Bronze Medal
1889176,LEBRUN Alexis,France,Male,21,19-25,France,FRA,true,Table Tennis,Athlete,"""Mens Singles"", ""Mens Team"", Mixed Doubles",TRUE,1,Men's Team,true,Bronze Medal
1889177,LEBRUN Felix,France,Male,18,12-18,France,FRA,true,Table Tennis,Athlete,"""Mens Singles"", ""Mens Team""",TRUE,1,Men's Singles,true,Bronze Medal
1889177,LEBRUN Felix,France,Male,18,12-18,France,FRA,true,Table Tennis,Athlete,"""Mens Singles"", ""Mens Team""",TRUE,1,Men's Team,true,Bronze Medal
1935938,LEDECKY Katie,United States,Female,28,26-32,United States,USA,true,Swimming,Athlete,"""Womens 1500m Freestyle"", ""Womens 400m Freestyle"", ""Womens 4 x 200m Freestyle Relay"", ""Womens 800m Freestyle""",FALSE,1,Women's 1500m Freestyle,true,Gold Medal
1935938,LEDECKY Katie,United States,Female,28,26-32,United States,USA,true,Swimming,Athlete,"""Womens 1500m Freestyle"", ""Womens 400m Freestyle"", ""Womens 4 x 200m Freestyle Relay"", ""Womens 800m Freestyle""",FALSE,1,Women's 4 x 200m Freestyle Relay,true,Silver Medal
1935938,LEDECKY Katie,United States,Female,28,26-32,United States,USA,true,Swimming,Athlete,"""Womens 1500m Freestyle"", ""Womens 400m Freestyle"", ""Womens 4 x 200m Freestyle Relay"", ""Womens 800m Freestyle""",FALSE,1,Women's 400m Freestyle,true,Bronze Medal
1935938,LEDECKY Katie,United States,Female,28,26-32,United States,USA,true,Swimming,Athlete,"""Womens 1500m Freestyle"", ""Womens 400m Freestyle"", ""Womens 4 x 200m Freestyle Relay"", ""Womens 800m Freestyle""",FALSE,1,Women's 800m Freestyle,true,Gold Medal
1904039,LEE Dabin,Korea,Female,28,26-32,Korea,KOR,true,Taekwondo,Athlete,Women +67kg,FALSE,1,Women +67kg,true,Bronze Medal
1936425,LEE Eunhye,Korea,Female,30,26-32,Korea,KOR,true,Table Tennis,Athlete,"""Womens Team""",FALSE,1,Women's Team,true,Bronze Medal
1940098,LEE Hyekyeong,Korea,Female,29,26-32,Korea,KOR,true,Judo,Athlete,"Women -48 kg, Mixed Team",FALSE,1,Mixed Team,true,Bronze Medal
1928079,LEE Joonhwan,Korea,Male,23,19-25,Korea,KOR,true,Judo,Athlete,"Men -81 kg, Mixed Team",FALSE,1,Men -81 kg,true,Bronze Medal
1928079,LEE Joonhwan,Korea,Male,23,19-25,Korea,KOR,true,Judo,Athlete,"Men -81 kg, Mixed Team",FALSE,1,Mixed Team,true,Bronze Medal
1569852,LEE Meng Yuan,Chinese Taipei,Male,30,26-32,Chinese Taipei,TPE,true,Shooting,Athlete,Skeet Men,TRUE,1,Skeet Men,true,Bronze Medal
1955415,LEE Spencer Richard,United States,Male,26,26-32,United States,USA,true,Wrestling,Athlete,"""Mens Freestyle 57kg""",TRUE,1,Men's Freestyle 57kg,true,Silver Medal
1959866,LEE Sunisa,United States,Female,22,19-25,United States,USA,true,Artistic Gymnastics,Athlete,"Women, ""Womens All-Around"", ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",FALSE,1,Women's All-Around,true,Bronze Medal
1959866,LEE Sunisa,United States,Female,22,19-25,United States,USA,true,Artistic Gymnastics,Athlete,"Women, ""Womens All-Around"", ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",FALSE,1,Women's Team,true,Gold Medal
1959866,LEE Sunisa,United States,Female,22,19-25,United States,USA,true,Artistic Gymnastics,Athlete,"Women, ""Womens All-Around"", ""Womens Balance Beam"", ""Womens Floor Exercise"", ""Womens Uneven Bars"", ""Womens Vault"", ""Womens Team""",FALSE,1,Women's Uneven Bars,true,Bronze Medal
1902144,LEE Wooseok,Korea,Male,27,26-32,Korea,KOR,true,Archery,Athlete,"""Mens Individual"", ""Mens Team""",FALSE,1,Men's Individual,true,Bronze Medal
1902144,LEE Wooseok,Korea,Male,27,26-32,Korea,KOR,true,Archery,Athlete,"""Mens Individual"", ""Mens Team""",FALSE,1,Men's Team,true,Gold Medal
1570107,LEE Yang,Chinese Taipei,Male,29,26-32,Chinese Taipei,TPE,true,Badminton,Athlete,"""Mens Doubles""",FALSE,1,Men's Doubles,true,Gold Medal
1566617,LEE Zii Jia,Malaysia,Male,27,26-32,Malaysia,MAS,true,Badminton,Athlete,"""Mens Singles""",FALSE,1,Men's Singles,true,Bronze Medal
1916213,LEFORT Enzo,France,Male,33,33-39,France,FRA,true,Fencing,Athlete,"""Mens Foil Individual"", ""Mens Foil Team""",FALSE,1,Men's Foil Team,true,Bronze Medal
1550437,LEHACI Maria,Romania,Female,25,19-25,Romania,ROU,true,Rowing,Athlete,"""Womens Eight"", ""Womens Four""",TRUE,1,Women's Eight,true,Gold Medal
1955132,LEIBFARTH Evy,United States,Female,21,19-25,United States,USA,true,Canoe Slalom,Athlete,"""Womens Canoe Single"", ""Womens Kayak Single"", ""Womens Kayak Cross""",TRUE,1,Women's Canoe Single,true,Bronze Medal
1933816,LEITAO Iuri,Portugal,Male,26,26-32,Portugal,POR,true,Cycling Track,Athlete,"""Mens Madison"", ""Mens Omnium""",FALSE,1,Men's Madison,true,Gold Medal
1933816,LEITAO Iuri,Portugal,Male,26,26-32,Portugal,POR,true,Cycling Track,Athlete,"""Mens Madison"", ""Mens Omnium""",FALSE,1,Men's Omnium,true,Silver Medal
1954886,LEITON ARRONES Paula,Spain,Female,25,19-25,Spain,ESP,true,Water Polo,Athlete,Women,FALSE,1,Women,true,Gold Medal
1964183,LEMES SANTOS Tainara,Brazil,Female,25,19-25,Brazil,BRA,true,Volleyball,Athlete,Women,FALSE,1,Women,true,Bronze Medal
1913736,LEMKE Max,Germany,Male,28,26-32,Germany,GER,true,Canoe Sprint,Athlete,"""Mens Kayak Double 500m"", ""Mens Kayak Four 500m""",TRUE,1,Men's Kayak Double 500m,true,Gold Medal
1913736,LEMKE Max,Germany,Male,28,26-32,Germany,GER,true,Canoe Sprint,Athlete,"""Mens Kayak Double 500m"", ""Mens Kayak Four 500m""",TRUE,1,Men's Kayak Four 500m,true,Gold Medal
1902892,LEON VENERO Wilfredo,Poland,Male,31,26-32,Poland,POL,true,Volleyball,Athlete,Men,FALSE,1,Men,true,Silver Medal
